quantile	chr	peak_id	chrStart	strand	sec_peak	normalized_eob	log10p_val	imbalance	D_D	N_N	D_N_N_D	T_N_N_T	T_D_D_T	T_T
2	chr2R	peak_641_8	chrStart	+	44	35.7142857142857	0.985112187902064	01_NOT_SIG	38.35	24.81	18.05	7.52	9.77	1.5
1	chr3R	peak_756_5	chrStart	+	119	0	0.337397687033111	01_NOT_SIG	1.75	52.63	26.31	15.79	3.51	0.0
2	chr3R	peak_3256_1	chrStart	+	73	31.4336956521739	1.13454714149496	01_NOT_SIG	45.65	6.52	35.87	2.17	8.69	1.09
1	chr3R	peak_5133_2	chrStart	+	53	17.9775510204082	0.390347344463557	01_NOT_SIG	66.33	2.04	8.16	1.02	21.43	1.02
3	chr3R	peak_3440_1	chrStart	+	70	62.4878048780488	2.05216765227949	03_NOT_IMB	68.29	1.22	6.1	1.22	18.29	4.88
3	chr2L	peak_1319_2	chrStart	+	45	53.2474358974359	0.939654688551393	01_NOT_SIG	37.82	1.92	7.69	1.28	48.08	3.21
2	chr3R	peak_3325_2	chrStart	+	61	25.7156756756757	1.11894600156328	01_NOT_SIG	11.89	55.14	23.25	8.11	1.08	0.54
1	chr2R	peak_1100_9	chrStart	+	53	21.438202247191	0.586239506810881	01_NOT_SIG	40.45	20.22	19.1	5.62	13.48	1.12
4	chr2L	peak_1045_2	chrStart	+	47	89.4209090909091	8.71623771919798	03_NOT_IMB	40.91	25.45	5.46	0.91	13.64	13.64
2	chr2L	peak_337_6	chrStart	+	60	41.6666666666667	1.30541812275698	01_NOT_SIG	44.44	16.67	22.22	2.22	12.23	2.22
2	chr2L	peak_3596_2	chrStart	+	74	29.8698689956332	1.36354982722297	01_NOT_SIG	3.06	61.14	25.76	5.67	3.5	0.87
3	chr3R	peak_2757_1	chrStart	+	52	52.4677419354839	4.16664215745018	03_NOT_IMB	54.3	19.09	10.49	4.31	8.87	2.96
1	chr2L	peak_373_5	chrStart	+	80	0	0.240369216165032	01_NOT_SIG	68.8	4.0	8.8	0.8	17.6	0.0
1	chr3L	peak_2610_1	chrStart	+	110	18.5128205128205	0.37803774914205	01_NOT_SIG	29.49	21.79	23.08	10.26	14.1	1.28
1	chr3R	peak_4558_2	chrStart	+	45	0	0.159177635759964	01_NOT_SIG	51.19	16.67	7.14	2.38	22.62	0.0
4	chr3L	peak_4443_7	chrStart	+	42	100	100	03_NOT_IMB	57.84	14.71	0.98	0	10.78	15.69
1	chr3L	peak_98_6	chrStart	+	45	21.4352272727273	0.763065775416277	01_NOT_SIG	54.92	14.39	15.91	0	14.02	0.76
1	chr3R	peak_2441_2	chrStart	+	178	0	0.31529300111966	01_NOT_SIG	41.86	9.3	25.58	6.98	16.28	0.0
1	chr3L	peak_287_3	chrStart	+	90	22.0844036697248	0.493029378554125	01_NOT_SIG	62.39	4.89	11.92	2.14	17.43	1.22
2	chr2L	peak_312_1	chrStart	+	40	33.3313953488372	1.95135148216031	01_NOT_SIG	30.81	48.84	14.24	2.03	3.49	0.58
2	chr3L	peak_3352_5	chrStart	+	103	26.6666666666667	0.295776910797234	01_NOT_SIG	16.67	8.33	30.56	11.11	30.55	2.78
2	chr3R	peak_1652_1	chrStart	+	48	42.9292775665399	1.2607410904887	01_NOT_SIG	63.88	4.18	15.21	1.52	14.45	0.76
2	chr3L	peak_1461_3	chrStart	+	94	27.0767676767677	0.969905971383972	01_NOT_SIG	32.32	24.24	30.3	2.02	10.1	1.01
4	chr3L	peak_554_4	chrStart	+	48	76.9248226950355	4.54861251113921	03_NOT_IMB	72.34	5.67	10.64	1.42	6.39	3.55
3	chr3R	peak_1985_5	chrStart	+	54	67.5	3.44234626801674	03_NOT_IMB	66.17	6.77	6.77	1.5	13.53	5.26
2	chr2R	peak_3084_8	chrStart	+	69	32.5	0.963631941213459	01_NOT_SIG	51.45	16.67	13.04	1.45	15.94	1.45
2	chr3L	peak_1963_2	chrStart	+	39	28.5702127659574	1.01474761765878	01_NOT_SIG	67.02	12.77	7.45	2.13	9.58	1.06
4	chr3R	peak_589_3	chrStart	+	39	97.1605839416058	17.1748061146224	03_NOT_IMB	47.45	28.47	4.38	0.73	5.11	13.87
3	chr3R	peak_683_8	chrStart	+	57	66.304	1.58488885602664	01_NOT_SIG	25.33	29.33	17.34	5.33	18.66	4.0
4	chr3L	peak_317_3	chrStart	+	55	99.996	100	03_NOT_IMB	38.29	45.14	4.57	1.14	2.29	8.57
2	chrX	peak_692_3	chrStart	+	64	48.9813333333333	0.871966497574815	01_NOT_SIG	48.0	2.67	6.67	4	34.67	4.0
2	chr2R	peak_2268_5	chrStart	+	99	30.4261363636364	0.85961434074282	01_NOT_SIG	26.7	11.93	41.48	5.68	12.5	1.7
2	chr2R	peak_293_3	chrStart	+	50	47.8060606060606	0.536703717065209	01_NOT_SIG	10.1	9.09	22.22	12.12	37.37	9.09
3	chrX	peak_4220_1	chrStart	+	42	60.006976744186	1.6028713100443	01_NOT_SIG	32.56	32.56	13.95	9.31	6.98	4.65
2	chr3R	peak_1512_3	chrStart	+	39	46.4881118881119	0.974949232007707	01_NOT_SIG	63.64	2.8	3.5	0.7	26.58	2.8
4	chr2L	peak_391_6	chrStart	+	31	100	100	03_NOT_IMB	72.73	16.23	0	0	0	11.04
4	chr2L	peak_4275_1	chrStart	+	44	100	100	02_IMB	8.33	22.22	16.67	1.39	41.67	9.72
2	chr3R	peak_1763_6	chrStart	+	85	28.5639344262295	0.778113781926489	01_NOT_SIG	62.3	0.0	18.03	1.64	16.4	1.64
3	chr3L	peak_453_3	chrStart	+	38	71.4284360189573	4.80439110828061	03_NOT_IMB	42.65	40.28	8.53	0.95	5.22	2.37
4	chr3R	peak_1186_2	chrStart	+	85	87.1888888888889	0.931634515948831	01_NOT_SIG	3.47	4.86	9.72	11.81	61.81	8.33
3	chr3L	peak_705_6	chrStart	+	50	52.5423728813559	0.830025280131048	01_NOT_SIG	29.66	7.63	10.17	7.62	42.38	2.54
3	chr2R	peak_1915_3	chrStart	+	83	55.5547445255475	2.4768508207964	03_NOT_IMB	4.38	24.82	59.86	7.3	1.46	2.19
3	chr3L	peak_4962_1	chrStart	+	57	52.468085106383	0.974949232007707	01_NOT_SIG	17.02	12.77	22.34	5.32	37.23	5.32
3	chr3L	peak_2507_4	chrStart	+	76	74.9927710843374	2.58686545379021	02_IMB	42.17	8.43	27.71	2.41	14.46	4.82
4	chr2L	peak_110_3	chrStart	+	38	92.4801587301587	3.51663892167994	02_IMB	27.78	14.29	11.11	1.59	37.3	7.94
2	chr2R	peak_1636_1	chrStart	+	77	47.9936842105263	1.40356342473568	01_NOT_SIG	57.89	5.26	17.89	1.05	15.79	2.11
1	chr3L	peak_4495_2	chrStart	+	102	0	0.329393384937481	01_NOT_SIG	59.55	1.12	22.47	1.12	15.73	0.0
3	chr3L	peak_2993_1	chrStart	+	81	59.9931818181818	2.15162979459301	03_NOT_IMB	71.59	4.55	7.96	0	12.5	3.41
2	chr2R	peak_1198_2	chrStart	+	37	45.4528301886792	0.925664046579133	01_NOT_SIG	67.92	1.89	1.89	3.77	20.76	3.77
3	chr3R	peak_1101_1	chrStart	+	47	53.925	1.39087766200503	01_NOT_SIG	50.0	4.81	7.7	2.88	28.84	5.77
2	chr3R	peak_2368_2	chrStart	+	126	46.6622641509434	1.62716956401872	01_NOT_SIG	45.28	16.04	25.47	5.66	5.66	1.89
2	chr3R	peak_1985_7	chrStart	+	80	29.4953703703704	0.755411014932306	01_NOT_SIG	60.19	5.56	12.96	3.71	15.74	1.85
2	chr3R	peak_181_1	chrStart	+	106	44.1212121212121	0.646012767195411	01_NOT_SIG	30.3	1.52	19.7	4.55	40.91	3.03
2	chr2R	peak_641_3	chrStart	+	87	43.756862745098	1.53295335433876	01_NOT_SIG	66.67	8.82	10.78	2.94	8.82	1.96
3	chr3L	peak_317_1	chrStart	+	46	74.503937007874	3.33030217014891	02_IMB	38.58	32.28	14.17	3.94	7.87	3.15
3	chr3L	peak_257_2	chrStart	+	80	51.2798507462687	1.50839462161246	01_NOT_SIG	51.49	6.72	8.21	2.99	24.63	5.97
2	chr3R	peak_3067_2	chrStart	+	52	43.3397058823529	1.42792591124071	01_NOT_SIG	29.41	35.29	16.18	8.82	8.09	2.21
2	chr2L	peak_2819_12	chrStart	+	54	41.6697247706422	1.47523648149101	01_NOT_SIG	66.97	15.6	3.67	1.83	10.09	1.83
4	chr3R	peak_2240_1	chrStart	+	44	92.5428571428571	7.4803645660627	02_IMB	11.28	8.27	21.05	2.25	35.33	21.8
4	chr2R	peak_2977_2	chrStart	+	60	98.3052631578947	11.1022667074804	02_IMB	3.95	3.95	5.26	30.26	17.11	39.47
4	chr2L	peak_912_2	chrStart	+	59	75.1346456692913	3.09213135649224	02_IMB	52.76	2.36	4.72	3.15	29.92	7.09
3	chr3R	peak_756_2	chrStart	+	33	53.2470967741935	1.76633190154744	01_NOT_SIG	6.45	54.19	12.91	4.52	18.71	3.23
3	chr3R	peak_174_2	chrStart	+	33	64.1063829787234	2.40858876418016	02_IMB	36.17	29.08	13.48	3.55	14.19	3.55
2	chr2L	peak_1984_3	chrStart	+	38	33.3333333333333	1.36244422409776	01_NOT_SIG	22.81	50.88	17.54	4.39	3.51	0.88
4	chr3L	peak_3976_5	chrStart	+	47	79.5888888888889	4.34955038248823	03_NOT_IMB	25.56	35.56	10	7.77	11.11	10.0
3	chr2R	peak_1511_3	chrStart	+	46	68.5419847328244	0.751405407845069	01_NOT_SIG	34.35	3.82	6.11	0.76	51.91	3.05
4	chr3R	peak_5135_1	chrStart	+	57	78.438	4.35520803592334	03_NOT_IMB	38.0	5.0	6	3	30	18.0
1	chr3L	peak_1674_2	chrStart	+	184	0	0.347607728002082	01_NOT_SIG	9.18	20.41	58.67	9.18	2.55	0.0
4	chr3R	peak_1605_3	chrStart	+	32	77.7724137931035	4.45063560298063	03_NOT_IMB	62.93	18.1	6.89	2.58	5.17	4.31
3	chr2R	peak_1511_5	chrStart	+	35	71.8793893129771	4.22387546341512	03_NOT_IMB	71.76	9.92	0.76	0	12.21	5.34
1	chr2L	peak_6_2	chrStart	+	135	23.8	0.404879993860838	01_NOT_SIG	28.89	22.22	15.55	6.67	24.44	2.22
4	chr2R	peak_485_7	chrStart	+	39	91.431724137931	8.44390983406249	03_NOT_IMB	35.17	49.66	4.14	2.07	3.45	5.52
2	chr3R	peak_1107_1	chrStart	+	51	48.5845360824742	0.0699713236857591	01_NOT_SIG	17.53	4.12	7.22	4.12	63.92	3.09
2	chr3L	peak_118_3	chrStart	+	129	40.8397435897436	0.866986470059026	01_NOT_SIG	39.74	7.69	23.08	11.54	14.1	3.85
3	chrX	peak_185_1	chrStart	+	53	57.1333333333333	1.48744936819779	01_NOT_SIG	46.67	22.22	8.89	0	17.78	4.44
1	chr2L	peak_1061_1	chrStart	+	103	0	0.124246918951031	01_NOT_SIG	30.86	7.41	35.8	8.64	17.28	0.0
2	chr2R	peak_182_2	chrStart	+	148	43.1651685393258	0.660230671605251	01_NOT_SIG	17.98	4.49	31.46	10.12	33.7	2.25
2	chr2R	peak_38_7	chrStart	+	77	36.5346405228758	1.38992552749279	01_NOT_SIG	54.25	11.11	22.22	2.61	8.5	1.31
2	chr2R	peak_485_1	chrStart	+	79	33.3303571428571	1.35700984058578	01_NOT_SIG	11.61	56.25	23.21	4.47	3.58	0.89
4	chr3L	peak_3_2	chrStart	+	39	92.5977011494253	5.76002468148619	03_NOT_IMB	35.63	34.48	18.39	2.3	3.45	5.75
3	chr3R	peak_2252_4	chrStart	+	42	53.3302325581395	2.45001828681978	03_NOT_IMB	75.0	6.98	4.07	1.16	10.47	2.33
3	chr2R	peak_137_4	chrStart	+	41	66.910843373494	4.13412476793882	03_NOT_IMB	73.49	6.63	4.22	0.6	10.84	4.22
1	chr3R	peak_2090_3	chrStart	+	86	19.9978021978022	0.542984050140328	01_NOT_SIG	19.78	28.57	31.86	12.09	6.59	1.1
1	chr2L	peak_5449_3	chrStart	+	92	0	0.31563503739767	01_NOT_SIG	60.68	7.69	17.09	3.41	11.11	0.0
4	chr3R	peak_732_1	chrStart	+	47	84.4642857142857	5.84373803375971	02_IMB	29.87	24.03	18.19	4.55	16.23	7.14
3	chr3L	peak_119_3	chrStart	+	49	52.3787234042553	2.64414570492308	03_NOT_IMB	15.96	59.57	12.76	5.32	4.26	2.13
3	chr2L	peak_146_3	chrStart	+	50	73.5267175572519	3.60743578786522	02_IMB	35.11	29.77	19.85	4.58	6.87	3.82
1	chr3R	peak_535_5	chrStart	+	98	0	0.264381446538735	01_NOT_SIG	1.67	40.0	36.66	16.66	5	0.0
1	chr3R	peak_621_1	chrStart	+	153	14.9787610619469	0.244367223198188	01_NOT_SIG	56.64	1.77	14.15	4.42	22.12	0.88
1	chr2R	peak_3973_2	chrStart	+	114	0	0.39106114092393	01_NOT_SIG	59.18	2.04	25.51	0	13.26	0.0
2	chr2R	peak_441_5	chrStart	+	58	41.8232	1.39114515637163	01_NOT_SIG	56.8	11.2	13.6	0.8	15.2	2.4
2	chr3L	peak_610_1	chrStart	+	66	42.853781512605	1.39182403311808	01_NOT_SIG	41.18	3.36	36.97	4.2	11.76	2.52
3	chr3L	peak_738_8	chrStart	+	47	54.5294117647059	1.00417003317802	01_NOT_SIG	52.21	2.94	9.56	0.74	31.62	2.94
1	chr2L	peak_1984_1	chrStart	+	100	24.9943820224719	0.758185009375889	01_NOT_SIG	14.61	31.46	37.07	10.11	5.61	1.12
3	chr3R	peak_174_2	chrStart	+	48	64.8222222222222	2.37261561992173	02_IMB	35.71	26.98	15.07	3.97	14.28	3.97
4	chr3L	peak_2943_2	chrStart	+	46	90.5511811023622	10.2540319556361	03_NOT_IMB	37.01	16.54	7.09	3.94	18.11	17.32
3	chr2L	peak_143_1	chrStart	+	42	60.7168421052632	1.99529545185076	01_NOT_SIG	14.74	56.84	10.53	6.32	8.42	3.16
2	chr2R	peak_824_4	chrStart	+	58	49.7106870229008	1.26762977985613	01_NOT_SIG	23.28	19.85	19.46	6.49	28.63	2.29
2	chr3R	peak_3256_1	chrStart	+	96	42.8653846153846	1.19501743111642	01_NOT_SIG	48.72	2.56	29.49	6.41	10.26	2.56
1	chr3R	peak_362_4	chrStart	+	94	0	0.37803774914205	01_NOT_SIG	55.66	8.49	22.64	3.78	9.43	0.0
1	chr2L	peak_18_8	chrStart	+	135	0	0.328504129770394	01_NOT_SIG	40.72	19.0	30.31	2.71	7.23	0.0
3	chr2L	peak_212_3	chrStart	+	45	70	3.31467076924605	03_NOT_IMB	83.49	3.67	0	0	9.17	3.67
3	chr2R	peak_203_3	chrStart	+	49	57.6792452830189	1.46602056814882	01_NOT_SIG	6.6	54.72	10.38	12.27	12.27	3.77
1	chr3R	peak_4243_1	chrStart	+	71	0	0.440127021693569	01_NOT_SIG	79.72	5.07	6.46	0.46	8.29	0.0
2	chr2R	peak_1140_2	chrStart	+	49	37.5034090909091	1.61673259493222	01_NOT_SIG	26.7	23.3	39.77	5.68	3.4	1.14
3	chr2R	peak_1855_2	chrStart	+	51	68.6231884057971	2.27463136724067	03_NOT_IMB	13.04	30.43	20.29	8.7	17.39	10.14
2	chr2L	peak_373_7	chrStart	+	54	44.448167539267	1.98976444142388	01_NOT_SIG	78.53	2.09	11	1.04	6.28	1.05
3	chr3L	peak_89_4	chrStart	+	43	51.4752475247525	1.46922593272079	01_NOT_SIG	53.96	4.95	11.39	0.99	25.25	3.47
1	chr3R	peak_1792_2	chrStart	+	84	0	0.287741710272258	01_NOT_SIG	1.35	63.51	21.62	11.49	2.03	0.0
1	chr3R	peak_1032_1	chrStart	+	102	16.851724137931	0.110690027067938	01_NOT_SIG	50.0	0.0	3.44	0	44.83	1.72
2	chr3L	peak_167_12	chrStart	+	64	40	1.30496375223244	01_NOT_SIG	29.7	33.66	20.79	8.91	4.95	1.98
3	chr3R	peak_3270_1	chrStart	+	87	65.375	1.61917062087709	01_NOT_SIG	28.57	1.79	7.14	2.68	50	9.82
2	chr3L	peak_1796_4	chrStart	+	126	46.434375	1.62177699805477	01_NOT_SIG	11.46	23.96	51.04	10.42	1.04	2.08
2	chr3R	peak_140_10	chrStart	+	69	25.0068965517241	0.792077920096611	01_NOT_SIG	5.75	59.77	18.39	8.05	6.9	1.15
4	chr2L	peak_660_12	chrStart	+	40	90	7.618337004158	03_NOT_IMB	77.98	12.5	2.39	0	3.57	3.57
1	chr3R	peak_984_4	chrStart	+	66	0	0.282243240313079	01_NOT_SIG	27.43	27.43	29.2	0.88	15.04	0.0
2	chr2L	peak_858_1	chrStart	+	97	28.8785714285714	0.516404045279998	01_NOT_SIG	57.14	0.0	11.9	2.38	26.19	2.38
2	chr3R	peak_256_4	chrStart	+	130	30.5521126760563	0.95260148477709	01_NOT_SIG	30.99	25.35	28.16	7.05	7.05	1.41
1	chr3R	peak_1146_1	chrStart	+	81	12.1	0.120640416538262	01_NOT_SIG	21.21	26.26	19.19	5.05	27.27	1.01
4	chr3R	peak_652_8	chrStart	+	51	90	6.82158929362297	03_NOT_IMB	75.61	2.44	12.2	0.81	4.07	4.88
2	chr3L	peak_453_2	chrStart	+	167	36	1.1262532368199	01_NOT_SIG	26.98	11.11	47.62	1.59	11.11	1.59
3	chr2R	peak_4481_1	chrStart	+	45	56.0451612903226	1.46450063366435	01_NOT_SIG	19.35	6.45	46.78	3.23	19.36	4.84
3	chr2R	peak_1600_2	chrStart	+	65	63.7947368421053	1.6170684888697	01_NOT_SIG	39.47	11.84	7.89	7.89	26.31	6.58
2	chr2L	peak_2376_5	chrStart	+	73	49.4543778801843	2.29184209092779	02_IMB	8.29	35.48	39.63	10.14	4.14	2.3
2	chr3R	peak_4577_2	chrStart	+	34	47.0549450549451	1.84721928494723	01_NOT_SIG	50.0	27.47	11.54	4.4	5.49	1.1
2	chr2R	peak_2026_1	chrStart	+	111	31.4209677419355	0.905151718497251	01_NOT_SIG	66.13	0.0	16.12	1.61	14.51	1.61
3	chr3L	peak_2943_4	chrStart	+	74	64.1041666666667	2.5811760819865	03_NOT_IMB	41.67	17.71	19.79	2.08	13.54	5.21
1	chr2L	peak_4710_4	chrStart	+	73	19.32	0.476257479163602	01_NOT_SIG	45.45	12.73	20.91	5.46	14.55	0.91
3	chr2R	peak_1689_1	chrStart	+	55	73.5705069124424	4.32391299933643	02_IMB	2.3	69.59	13.36	4.15	7.83	2.76
1	chr3R	peak_7_1	chrStart	+	164	0	0.240918626909181	01_NOT_SIG	51.22	2.44	25.61	8.54	12.2	0.0
2	chr3R	peak_2412_3	chrStart	+	41	44.5	1.23539142448448	01_NOT_SIG	24.73	20.07	23.29	7.17	22.58	2.15
1	chr3R	peak_4567_3	chrStart	+	124	11.3868217054264	0.141843071733357	01_NOT_SIG	0.78	44.96	25.58	27.13	0.78	0.78
2	chr3R	peak_345_2	chrStart	+	127	46.3166666666667	1.37472864344278	01_NOT_SIG	58.33	3.03	21.97	3.03	12.12	1.52
2	chr3R	peak_362_5	chrStart	+	75	30	1.26158505510699	01_NOT_SIG	60.45	10.45	20.15	2.24	5.97	0.75
2	chr3L	peak_1674_1	chrStart	+	63	27.4356617647059	0.792671416076452	01_NOT_SIG	25.37	17.46	34.19	9.19	11.95	1.84
2	chr2L	peak_3609_2	chrStart	+	40	49.7536	1.65087289293929	01_NOT_SIG	36.0	26.4	16.8	6.4	11.2	3.2
2	chr3L	peak_167_10	chrStart	+	104	33.3378378378378	1.09416081617864	01_NOT_SIG	25.68	39.19	21.62	8.11	4.05	1.35
1	chr3R	peak_1139_1	chrStart	+	78	11.507210031348	0.276312003307763	01_NOT_SIG	23.2	21.0	34.17	3.14	18.18	0.31
4	chr2L	peak_538_6	chrStart	+	37	85	5.51246230162952	03_NOT_IMB	57.69	20.0	9.23	1.54	6.92	4.62
2	chr3L	peak_4378_3	chrStart	+	105	37.5	1.1477597649745	01_NOT_SIG	15.87	41.27	26.19	5.55	9.52	1.59
3	chr2L	peak_1165_2	chrStart	+	138	58.3153846153846	0.754270222582612	01_NOT_SIG	20.51	15.38	10.26	5.13	38.46	10.26
3	chr2L	peak_3546_2	chrStart	+	91	50	1.20337503870744	01_NOT_SIG	52.38	6.35	12.69	6.35	17.46	4.76
1	chr3R	peak_5203_1	chrStart	+	62	23.4362416107383	1.01924935168894	01_NOT_SIG	2.01	79.87	8.05	7.39	2.01	0.67
3	chr3R	peak_140_8	chrStart	+	84	57.1428571428571	2.23291428491137	03_NOT_IMB	3.81	59.05	27.62	3.81	3.8	1.9
4	chr2R	peak_599_2	chrStart	+	51	83.8265625	7.6526927261756	03_NOT_IMB	3.91	33.59	20.31	10.94	13.28	17.97
3	chr2R	peak_228_6	chrStart	+	50	71.075	7.81364659287387	03_NOT_IMB	17.73	58.72	11.05	5.23	3.78	3.49
3	chr2L	peak_2351_3	chrStart	+	85	57.5675324675325	1.78589371272826	01_NOT_SIG	41.56	2.6	31.17	5.2	14.28	5.19
1	chr2R	peak_485_9	chrStart	+	54	16.6576271186441	0.41929217108731	01_NOT_SIG	8.47	48.31	22.88	8.47	11.02	0.85
2	chr2R	peak_1137_1	chrStart	+	32	41.5542857142857	1.3580084041647	01_NOT_SIG	20.0	52.38	12.38	5.72	7.61	1.9
1	chr2L	peak_6_9	chrStart	+	78	19.9972602739726	0.796963927353201	01_NOT_SIG	8.22	41.78	37.67	6.85	4.79	0.68
3	chr2R	peak_1332_1	chrStart	+	81	66.671186440678	2.13741800394883	03_NOT_IMB	64.41	5.08	10.17	3.39	11.86	5.08
1	chr3R	peak_1704_2	chrStart	+	61	0	0.327192338337053	01_NOT_SIG	77.42	1.08	5.38	1.08	15.06	0.0
2	chr2R	peak_1100_8	chrStart	+	71	37.7675675675676	0.934330867337558	01_NOT_SIG	29.73	21.62	25.68	4.05	16.22	2.7
2	chr2R	peak_23_4	chrStart	+	134	39.1168831168831	0.503709350034107	01_NOT_SIG	22.08	16.88	22.08	14.28	20.78	3.9
3	chr3R	peak_3572_1	chrStart	+	53	52.4184397163121	1.82441365787795	01_NOT_SIG	51.77	7.8	13.48	0	22.69	4.26
4	chr2L	peak_2105_2	chrStart	+	41	76.0268292682927	5.8429253841466	03_NOT_IMB	26.83	13.41	15.25	7.32	21.96	15.24
1	chr3R	peak_681_3	chrStart	+	100	21.056	0.712192518379623	01_NOT_SIG	30.67	19.33	34	8	7.34	0.67
1	chr3R	peak_16_5	chrStart	+	159	0	0.136546009216169	01_NOT_SIG	7.61	27.17	31.52	25	8.7	0.0
1	chr3L	peak_1370_6	chrStart	+	87	20.8788888888889	1.3390007763743	01_NOT_SIG	1.94	61.39	31.39	4.72	0.28	0.28
1	chr2L	peak_93_3	chrStart	+	133	0	0.35438617344327	01_NOT_SIG	15.73	32.58	35.96	7.87	7.86	0.0
3	chr2L	peak_1683_6	chrStart	+	38	70.3033492822967	3.66681789872766	02_IMB	56.94	7.18	10.05	1.92	19.13	4.78
4	chr3R	peak_489_4	chrStart	+	58	95.8294416243655	15.0419840542128	03_NOT_IMB	77.16	7.61	3.55	0.51	4.07	7.11
1	chr2R	peak_913_3	chrStart	+	119	0	0.175274717283271	01_NOT_SIG	34.78	7.25	33.33	8.7	15.95	0.0
1	chr3L	peak_2543_5	chrStart	+	41	0	0.343374008940843	01_NOT_SIG	80.89	1.91	5.73	0.64	10.83	0.0
2	chr3R	peak_756_2	chrStart	+	79	47.9263157894737	1.41956819641566	01_NOT_SIG	6.14	30.7	37.72	7.89	14.04	3.51
1	chr2R	peak_21_3	chrStart	+	175	22.2181818181818	0.327865689814222	01_NOT_SIG	15.91	13.64	34.09	27.27	6.82	2.27
4	chr2R	peak_5469_2	chrStart	+	35	76.6615894039735	4.30363899451514	02_IMB	74.83	6.62	3.31	1.32	9.93	3.97
3	chr3L	peak_2884_3	chrStart	+	53	64.1785714285714	1.69406398875925	01_NOT_SIG	16.88	20.78	26.62	16.24	14.94	4.55
2	chr3L	peak_167_11	chrStart	+	136	27.0833333333333	0.675952781510291	01_NOT_SIG	26.67	26.67	25	13.33	6.67	1.67
1	chr3R	peak_539_1	chrStart	+	105	0	0.33532101611358	01_NOT_SIG	5.62	23.6	55.06	7.87	7.86	0.0
3	chr2R	peak_1551_2	chrStart	+	42	57.5714285714286	2.57162796780686	03_NOT_IMB	12.03	60.15	13.53	3	8.27	3.01
4	chr3R	peak_3847_1	chrStart	+	54	99.9923076923077	100	03_NOT_IMB	46.15	8.79	21.98	4.4	5.49	13.19
3	chr2R	peak_4182_2	chrStart	+	100	69.2282608695652	2.50876086638432	02_IMB	65.22	4.35	14.13	1.09	11.95	3.26
2	chr2R	peak_3628_5	chrStart	+	46	36	1.26220975980139	01_NOT_SIG	44.3	32.91	11.39	3.8	6.33	1.27
4	chr3L	peak_3827_5	chrStart	+	77	97.9982142857143	23.1649433614728	03_NOT_IMB	31.25	6.25	3.58	12.5	3.57	42.86
2	chr3R	peak_352_1	chrStart	+	89	30.4092783505155	1.11805540478384	01_NOT_SIG	4.64	59.28	22.68	10.82	1.55	1.03
3	chr2R	peak_3577_3	chrStart	+	34	67.2291666666667	2.31595058352263	02_IMB	57.29	17.71	4.16	5.21	11.46	4.17
2	chr3R	peak_655_1	chrStart	+	69	46.3081967213115	0.752907040717563	01_NOT_SIG	36.89	9.84	17.21	8.2	24.59	3.28
2	chr3R	peak_1169_7	chrStart	+	48	41.5555555555556	1.31247201083174	01_NOT_SIG	45.14	22.22	10.42	5.56	13.88	2.78
2	chr3R	peak_3486_10	chrStart	+	116	25.7165217391304	0.805132394849447	01_NOT_SIG	63.48	8.7	12.18	1.74	13.05	0.87
2	chr3L	peak_145_3	chrStart	+	79	49.2318584070796	1.61720266053558	01_NOT_SIG	66.37	4.42	15.04	0.88	11.5	1.77
1	chr2R	peak_913_4	chrStart	+	58	0	0.269627124059251	01_NOT_SIG	61.54	4.81	17.3	4.8	11.54	0.0
2	chr2L	peak_532_2	chrStart	+	82	45.4533333333333	1.86200470380225	01_NOT_SIG	47.33	20.0	19.33	3.33	8	2.0
2	chr3L	peak_1843_7	chrStart	+	90	38.3114754098361	0.980964502622306	01_NOT_SIG	36.89	6.56	25.41	9.84	17.63	3.69
1	chr3L	peak_197_1	chrStart	+	55	0	0.466229600135437	01_NOT_SIG	51.82	10.22	27.74	3.65	6.57	0.0
3	chr2L	peak_146_6	chrStart	+	146	58.6208695652174	0.372451290081389	01_NOT_SIG	0.87	10.43	24.35	11.31	46.96	6.09
4	chrX	peak_4426_3	chrStart	+	41	93.7540983606557	6.00030821434584	03_NOT_IMB	80.33	1.64	1.64	0	6.56	9.84
3	chrX	peak_2352_4	chrStart	+	47	74.6703296703297	2.87126929291563	02_IMB	38.46	6.59	5.5	0	37.36	12.09
3	chr3R	peak_2908_1	chrStart	+	49	57.5528301886792	3.7147552859957	03_NOT_IMB	15.47	46.04	16.23	8.3	9.44	4.53
3	chr3R	peak_4057_6	chrStart	+	49	64.1025641025641	3.96329162260929	03_NOT_IMB	32.31	24.1	33.34	2.05	5.64	2.56
1	chr3R	peak_3454_12	chrStart	+	82	17.0360465116279	0.87434534088492	01_NOT_SIG	13.18	24.81	53.1	2.33	6.2	0.39
1	chr2R	peak_3460_3	chrStart	+	104	15.1470588235294	0.255621369224284	01_NOT_SIG	34.12	18.82	17.65	10.59	17.64	1.18
3	chr3L	peak_4962_2	chrStart	+	57	62.5069565217391	2.72740040943779	03_NOT_IMB	34.78	25.22	21.74	1.74	12.18	4.35
2	chr2L	peak_434_5	chrStart	+	101	37.1428571428571	0.403054432311038	01_NOT_SIG	41.18	3.36	11.76	6.72	31.94	5.04
2	chr2L	peak_3930_1	chrStart	+	53	30.4067796610169	0.72205913091272	01_NOT_SIG	70.34	1.69	5.93	4.23	16.1	1.69
