file_name_without_sam_flag	total_reads	total_naked	total_tf	total_nuc	occup_naked	occup_tf	occup_nuc	total_discard	occup_discard
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5378_4_binding_label.cond8.tsv	142	57	36	42	40.14	25.35	29.58	7	4.93
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_868_5_binding_label.cond8.tsv	113	76	12	23	67.26	10.62	20.35	2	1.77
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4604_1_binding_label.cond8.tsv	144	2	0	141	1.39	0.0	97.92	1	0.69
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2393_1_binding_label.cond8.tsv	102	6	11	83	5.88	10.78	81.37	2	1.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4553_1_binding_label.cond8.tsv	111	4	5	90	3.6	4.5	81.08	12	10.81
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2512_1_binding_label.cond8.tsv	119	4	0	105	3.36	0.0	88.24	10	8.4
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4929_1_binding_label.cond8.tsv	98	45	7	42	45.92	7.14	42.86	4	4.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3769_1_binding_label.cond8.tsv	74	0	0	73	0.0	0.0	98.65	1	1.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_232_1_binding_label.cond8.tsv	167	21	14	131	12.57	8.38	78.44	1	0.6
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4419_1_binding_label.cond8.tsv	89	6	3	75	6.74	3.37	84.27	5	5.62
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1008_2_binding_label.cond8.tsv	103	80	9	13	77.67	8.74	12.62	1	0.97
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4800_1_binding_label.cond8.tsv	178	70	11	93	39.33	6.18	52.25	4	2.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1519_1_binding_label.cond8.tsv	108	7	1	99	6.48	0.93	91.67	1	0.93
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3865_8_binding_label.cond8.tsv	182	59	21	90	32.42	11.54	49.45	12	6.59
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4782_1_binding_label.cond8.tsv	68	9	3	50	13.24	4.41	73.53	6	8.82
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2807_3_binding_label.cond8.tsv	79	45	5	29	56.96	6.33	36.71	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2957_1_binding_label.cond8.tsv	85	19	2	61	22.35	2.35	71.76	3	3.53
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3419_1_binding_label.cond8.tsv	99	12	0	84	12.12	0.0	84.85	3	3.03
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1888_2_binding_label.cond8.tsv	65	10	0	44	15.38	0.0	67.69	11	16.92
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1217_1_binding_label.cond8.tsv	78	2	1	74	2.56	1.28	94.87	1	1.28
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4522_2_binding_label.cond8.tsv	138	20	7	107	14.49	5.07	77.54	4	2.9
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4718_3_binding_label.cond8.tsv	172	71	8	89	41.28	4.65	51.74	4	2.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1786_1_binding_label.cond8.tsv	156	27	5	121	17.31	3.21	77.56	3	1.92
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4919_1_binding_label.cond8.tsv	156	11	7	133	7.05	4.49	85.26	5	3.21
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4098_1_binding_label.cond8.tsv	102	19	4	74	18.63	3.92	72.55	5	4.9
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3344_1_binding_label.cond8.tsv	59	1	0	53	1.69	0.0	89.83	5	8.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1549_3_binding_label.cond8.tsv	172	44	9	112	25.58	5.23	65.12	7	4.07
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_274_1_binding_label.cond8.tsv	175	24	5	143	13.71	2.86	81.71	3	1.71
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_706_1_binding_label.cond8.tsv	150	1	3	138	0.67	2.0	92.0	8	5.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2700_1_binding_label.cond8.tsv	116	41	11	58	35.34	9.48	50.0	6	5.17
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2984_1_binding_label.cond8.tsv	84	14	1	61	16.67	1.19	72.62	8	9.52
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5063_3_binding_label.cond8.tsv	108	47	10	40	43.52	9.26	37.04	11	10.19
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2753_2_binding_label.cond8.tsv	358	120	23	202	33.52	6.42	56.42	13	3.63
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1933_1_binding_label.cond8.tsv	93	0	13	79	0.0	13.98	84.95	1	1.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2732_1_binding_label.cond8.tsv	174	50	15	104	28.74	8.62	59.77	5	2.87
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3137_1_binding_label.cond8.tsv	112	18	5	84	16.07	4.46	75.0	5	4.46
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4930_2_binding_label.cond8.tsv	152	82	15	51	53.95	9.87	33.55	4	2.63
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3798_1_binding_label.cond8.tsv	70	2	1	60	2.86	1.43	85.71	7	10.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1870_2_binding_label.cond8.tsv	387	67	31	280	17.31	8.01	72.35	9	2.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4387_1_binding_label.cond8.tsv	74	13	10	48	17.57	13.51	64.86	3	4.05
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4978_1_binding_label.cond8.tsv	121	6	2	107	4.96	1.65	88.43	6	4.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_931_1_binding_label.cond8.tsv	123	5	6	108	4.07	4.88	87.8	4	3.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5010_1_binding_label.cond8.tsv	84	6	1	75	7.14	1.19	89.29	2	2.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3021_1_binding_label.cond8.tsv	155	29	28	90	18.71	18.06	58.06	8	5.16
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4313_1_binding_label.cond8.tsv	160	54	17	86	33.75	10.62	53.75	3	1.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5248_3_binding_label.cond8.tsv	217	145	22	41	66.82	10.14	18.89	9	4.15
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2022_1_binding_label.cond8.tsv	151	22	2	124	14.57	1.32	82.12	3	1.99
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3309_1_binding_label.cond8.tsv	105	7	11	80	6.67	10.48	76.19	7	6.67
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_873_3_binding_label.cond8.tsv	110	37	12	58	33.64	10.91	52.73	3	2.73
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2937_2_binding_label.cond8.tsv	124	15	2	94	12.1	1.61	75.81	13	10.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1570_3_binding_label.cond8.tsv	108	95	4	8	87.96	3.7	7.41	1	0.93
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3625_3_binding_label.cond8.tsv	109	10	10	87	9.17	9.17	79.82	2	1.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1313_2_binding_label.cond8.tsv	123	22	10	91	17.89	8.13	73.98	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3373_1_binding_label.cond8.tsv	176	4	3	167	2.27	1.7	94.89	2	1.14
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4674_1_binding_label.cond8.tsv	117	3	5	103	2.56	4.27	88.03	6	5.13
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3995_1_binding_label.cond8.tsv	174	10	11	147	5.75	6.32	84.48	6	3.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_777_3_binding_label.cond8.tsv	156	66	14	72	42.31	8.97	46.15	4	2.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3666_1_binding_label.cond8.tsv	101	36	2	56	35.64	1.98	55.45	7	6.93
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2197_2_binding_label.cond8.tsv	106	0	1	98	0.0	0.94	92.45	7	6.6
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4509_1_binding_label.cond8.tsv	86	42	1	23	48.84	1.16	26.74	20	23.26
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2400_1_binding_label.cond8.tsv	103	8	1	93	7.77	0.97	90.29	1	0.97
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1852_3_binding_label.cond8.tsv	147	16	4	120	10.88	2.72	81.63	7	4.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_458_1_binding_label.cond8.tsv	67	12	1	50	17.91	1.49	74.63	4	5.97
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4150_1_binding_label.cond8.tsv	219	34	12	168	15.53	5.48	76.71	5	2.28
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5090_1_binding_label.cond8.tsv	52	4	0	46	7.69	0.0	88.46	2	3.85
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4749_1_binding_label.cond8.tsv	230	40	13	173	17.39	5.65	75.22	4	1.74
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2715_1_binding_label.cond8.tsv	59	14	1	42	23.73	1.69	71.19	2	3.39
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1663_4_binding_label.cond8.tsv	153	68	19	59	44.44	12.42	38.56	7	4.58
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3746_2_binding_label.cond8.tsv	128	42	1	73	32.81	0.78	57.03	12	9.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4080_1_binding_label.cond8.tsv	119	18	3	92	15.13	2.52	77.31	6	5.04
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_873_4_binding_label.cond8.tsv	92	66	5	16	71.74	5.43	17.39	5	5.43
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1802_1_binding_label.cond8.tsv	76	13	8	54	17.11	10.53	71.05	1	1.32
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4977_1_binding_label.cond8.tsv	144	43	15	79	29.86	10.42	54.86	7	4.86
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1274_5_binding_label.cond8.tsv	130	72	4	44	55.38	3.08	33.85	10	7.69
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_100_1_binding_label.cond8.tsv	144	13	11	111	9.03	7.64	77.08	9	6.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_577_1_binding_label.cond8.tsv	116	9	4	95	7.76	3.45	81.9	8	6.9
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3051_1_binding_label.cond8.tsv	147	44	13	85	29.93	8.84	57.82	5	3.4
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4091_2_binding_label.cond8.tsv	283	63	16	197	22.26	5.65	69.61	7	2.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1870_3_binding_label.cond8.tsv	349	79	30	235	22.64	8.6	67.34	5	1.43
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5183_1_binding_label.cond8.tsv	63	15	9	35	23.81	14.29	55.56	4	6.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3277_1_binding_label.cond8.tsv	75	24	5	39	32.0	6.67	52.0	7	9.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1527_2_binding_label.cond8.tsv	180	6	2	167	3.33	1.11	92.78	5	2.78
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4840_1_binding_label.cond8.tsv	37	4	1	31	10.81	2.7	83.78	1	2.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2616_3_binding_label.cond8.tsv	242	132	44	54	54.55	18.18	22.31	12	4.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5376_1_binding_label.cond8.tsv	95	32	0	58	33.68	0.0	61.05	5	5.26
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5155_1_binding_label.cond8.tsv	58	45	1	10	77.59	1.72	17.24	2	3.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_37_1_binding_label.cond8.tsv	139	35	9	93	25.18	6.47	66.91	2	1.44
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_445_1_binding_label.cond8.tsv	360	48	11	286	13.33	3.06	79.44	15	4.17
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1705_4_binding_label.cond8.tsv	139	44	5	87	31.65	3.6	62.59	3	2.16
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4818_1_binding_label.cond8.tsv	135	25	8	97	18.52	5.93	71.85	5	3.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4509_2_binding_label.cond8.tsv	109	52	27	27	47.71	24.77	24.77	3	2.75
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4333_1_binding_label.cond8.tsv	141	10	5	124	7.09	3.55	87.94	2	1.42
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1223_1_binding_label.cond8.tsv	218	24	16	175	11.01	7.34	80.28	3	1.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1106_1_binding_label.cond8.tsv	101	17	8	74	16.83	7.92	73.27	2	1.98
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1316_2_binding_label.cond8.tsv	99	51	8	34	51.52	8.08	34.34	6	6.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1834_1_binding_label.cond8.tsv	177	13	6	149	7.34	3.39	84.18	9	5.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1383_1_binding_label.cond8.tsv	43	3	0	40	6.98	0.0	93.02	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2136_4_binding_label.cond8.tsv	106	30	11	62	28.3	10.38	58.49	3	2.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1886_1_binding_label.cond8.tsv	153	98	12	39	64.05	7.84	25.49	4	2.61
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2276_2_binding_label.cond8.tsv	190	85	23	74	44.74	12.11	38.95	8	4.21
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5041_3_binding_label.cond8.tsv	94	14	0	79	14.89	0.0	84.04	1	1.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5087_1_binding_label.cond8.tsv	90	16	1	73	17.78	1.11	81.11	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1330_2_binding_label.cond8.tsv	175	60	9	99	34.29	5.14	56.57	7	4.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_503_1_binding_label.cond8.tsv	74	14	5	52	18.92	6.76	70.27	3	4.05
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5001_1_binding_label.cond8.tsv	68	0	0	66	0.0	0.0	97.06	2	2.94
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2663_1_binding_label.cond8.tsv	99	10	1	85	10.1	1.01	85.86	3	3.03
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_793_1_binding_label.cond8.tsv	106	4	13	84	3.77	12.26	79.25	5	4.72
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2729_1_binding_label.cond8.tsv	160	30	13	111	18.75	8.12	69.38	6	3.75
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1570_4_binding_label.cond8.tsv	110	64	6	31	58.18	5.45	28.18	9	8.18
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3152_1_binding_label.cond8.tsv	202	37	15	148	18.32	7.43	73.27	2	0.99
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1086_1_binding_label.cond8.tsv	55	9	1	43	16.36	1.82	78.18	2	3.64
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3364_1_binding_label.cond8.tsv	58	3	0	53	5.17	0.0	91.38	2	3.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5171_1_binding_label.cond8.tsv	152	11	5	135	7.24	3.29	88.82	1	0.66
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3742_1_binding_label.cond8.tsv	147	17	7	113	11.56	4.76	76.87	10	6.8
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_463_1_binding_label.cond8.tsv	170	18	12	132	10.59	7.06	77.65	8	4.71
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2401_3_binding_label.cond8.tsv	108	39	14	55	36.11	12.96	50.93	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2931_1_binding_label.cond8.tsv	199	38	17	132	19.1	8.54	66.33	12	6.03
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3936_1_binding_label.cond8.tsv	123	5	10	104	4.07	8.13	84.55	4	3.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1005_1_binding_label.cond8.tsv	164	22	3	136	13.41	1.83	82.93	3	1.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5025_2_binding_label.cond8.tsv	132	87	12	27	65.91	9.09	20.45	6	4.55
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4529_1_binding_label.cond8.tsv	63	7	1	49	11.11	1.59	77.78	6	9.52
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_733_1_binding_label.cond8.tsv	323	31	1	274	9.6	0.31	84.83	17	5.26
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4236_2_binding_label.cond8.tsv	189	140	5	37	74.07	2.65	19.58	7	3.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4901_3_binding_label.cond8.tsv	119	29	4	80	24.37	3.36	67.23	6	5.04
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_869_1_binding_label.cond8.tsv	80	11	1	64	13.75	1.25	80.0	4	5.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4895_2_binding_label.cond8.tsv	63	12	3	47	19.05	4.76	74.6	1	1.59
